237	8,14
238	5
239	6,8,15
240	3,5
241	1,14,17
242	5
243	4,5
244	1,8,16
245	1,8,16,17
246	8,14
247	1,2,4
248	5,6
249	5
250	1,15
251	5
252	1,2,15,16
253	8,14
254	1,2,6
255	5,14
256	5,14
257	1,2,5,15
258	8,15
259	4,5
260	1,13,15,16
261	4,5
262	8
263	1
264	15,16
265	1,16
266	1,2
267	0
268	8,14
269	5
270	8,15,16
271	1,2,15,17
272	8
273	1,6,16
274	5,14
275	8,14
276	8,14
277	8
278	8,14
279	8
280	8,14
281	1,16
282	8
283	8,14
284	5,14
285	8
286	8,14,17
287	8
288	11,16
289	8,12
290	5
291	13,16
292	8
293	6,8
294	5
295	1,16
296	8
297	8
298	1,15,16
299	6,8,10
300	1,16
301	5
302	6,10,13,16
303	8
304	2,4
305	8
306	8,14
307	6,11,13,16
308	4,8,9
309	6
310	8
311	8,14,16
312	5,6,8,13
313	1,8,14
314	1,4
315	8,16
316	5,8
317	8
318	8,17
319	5,12,14
320	7
321	5
322	13,16
323	1,16
324	13
325	8,16
326	1,8,17
327	6,8,13
328	1,13,14,16
329	6,8,16
330	8
331	2,16
332	6,8,16
333	13,16
334	1,6,13
335	5
336	6,16
337	5,8,16
338	5
339	1,8
340	8
341	5
342	5,13
343	1,11,15
344	8
345	5,8
346	6,8
347	5,8
348	6,8,16
349	1,16
350	1,13,16
351	11
352	5,12
353	1,11,15
354	5,14
355	2,15,16
356	8,13,16
357	8
358	1,2,15,16
359	16
360	7
361	6,16
362	1,5,12
363	1
364	5
365	8
366	8
367	5
368	5
369	5
370	8,16
371	8,14
372	5
373	1,2,15
374	1,4
375	8
376	5
377	4,5
378	8
379	11
380	1,2,15
381	5,14
382	5,8
383	4,5
384	5
385	1,2,5,14
386	5
387	8
388	1,5
389	2,4
390	5
391	1,5
392	8
393	5
394	5,13,14
395	5
396	5,6,11
397	1
398	1,2,4,15
399	1,2,5
400	4,5
401	5
402	5,14,16
403	1,2,6,8
404	3,4
405	1,2,13
406	11,16
407	5
408	3,5,16
409	5,8
410	5
411	5,9,14,15
412	5
413	11
414	5
415	4,5,18
416	4,8
417	4,8
418	3,4,12
419	4,5,12
420	3,4,12
421	8,14
422	3,4,5
423	4,8,9,15
424	11
425	5
426	1,3,4,15,16,17
427	8
428	5
429	8,15
430	5,17
431	1,2
432	3,4,12
433	5
434	15
435	1,5,18
436	11
437	11
438	11
439	11
440	11
441	11
442	11
443	11
444	11,15
445	11
446	11
447	11
448	11
449	1,2,15
450	1,2,15
451	5,12,14
452	1,11
453	1,11
454	8
455	1
456	1,5
457	2,4,8
458	8
459	8
460	8
461	8
462	8,14
463	2
464	8
465	2,4,14
466	16
467	8
468	8
469	8
470	18
471	8,17
472	1,2,9
473	3,4,12
474	15,17
475	8
476	5
477	4,5
478	5,14
479	13,16
480	5,16
481	5,8
482	5,6
483	8,14,17
484	10,13
485	12,14
486	5,14
487	5,14
488	10
489	10,14,16
490	5,14,16
491	1,2
492	8
493	13
494	5
495	2,5
496	8
497	5
498	1,2,14,17
499	8
500	2,4
501	3,4,12
502	5,17
503	8
504	6,8
505	13,16
506	8
507	8
508	8
509	8
510	1,8,18
511	2,17
512	5,8,14
513	13,16
514	5,14
515	1,8,17
516	5
517	5,8,14
518	8
519	2
520	2,17
521	8,17
522	5,8
523	5,8
524	5
525	10,13
526	1,2,8
527	8
528	8,17
529	8
530	2
531	8,14
532	14
533	13
534	8
535	5,14
536	8
537	8
538	3,4,12
539	4,5
540	1
541	1,2
542	3,4,12,14
543	8,12
544	6,8,14
545	5,14
546	1,16
547	6
548	4,9
549	8,14,17
550	1,16
551	11
552	15
553	8,14
554	1,2
555	8
556	18
557	8,12
558	8,9,16
559	8,11
560	2,4,5,9,14,15
561	8,11
562	1,2,18
563	11
564	5,11
565	11,16
566	1,2,16
567	11
568	1,14,16
569	8,11
570	18
571	5,16
572	1,16
573	11,15,16
574	13,14,16
575	5,18
576	1,2,6
577	5,15
578	1,15
579	5
580	5,14
581	8,16
582	8,14
583	6,16
584	4,8
585	5
586	1
587	8,13
588	3,4,12
589	18
590	1,11,15
591	8,16
592	13,16
593	17
594	8,14
595	16
596	3,4,12
597	1,16
598	5,8
599	1
600	4
601	2,17
602	12,14
603	13,16
604	5
605	12
606	8
607	14,16
608	13,14,16
609	5
610	12
611	6,10,13
612	8
613	5
614	8
615	16
616	11,15
617	8
618	8
619	8,16
620	8
621	18
622	2,4
623	4,5
624	3,4,12
625	3,4
626	4,8
627	8
628	6,8
629	5,12
630	5,12
631	1,8,14,17
632	8
633	8
634	7
635	11
636	1,2,15,16
637	5,11
638	8
639	8
640	8
641	8,17
642	6,8,10
643	8,14
644	7
645	7
646	18
647	8,17
648	5,14
649	6,8,16
650	8
651	1,8,17
652	5,8
653	6,10,16
654	10,13,16
655	2,5,8
656	6,10,16
657	10,16
658	8
659	5,13,16
660	8
661	18
662	8,14
663	5
664	8
665	1,11,15,16
666	11
667	11
668	1,11
669	11
670	11,15,16
671	11
672	11
673	10,16
674	11
675	11
676	8
677	7
678	8,16
679	1,2
680	1,2
681	11
682	11,13,16
683	5
684	1,16
685	1,16
686	1,8
687	5,17
688	5
689	1,16
690	8,17
691	10,15,16
692	5,8,14
693	8
694	14
695	5,8
696	8,16
697	8
698	8
699	8
700	5
701	7
702	5,14
703	8
704	8,14
705	12,14
706	11
707	8
708	8
709	5,14
710	5
711	8
712	5,8
713	8
714	8,14
715	5,8
716	8,14
717	8,16
718	5
719	5,17
720	1,2,8,14
721	5
722	5
723	5,8
724	8,14
725	5
726	4,8
727	8,14
728	5,15
729	8
730	8,14
731	5,8,14
732	5,14
733	8,14
734	5
735	8
736	8,14
737	5,8
738	5,14
739	5,14
740	8,14
741	8,16
742	8,16
743	1,16
744	8,17
745	5
746	5
747	5,14
748	1,14,16
749	5,14
750	8
751	1,14,16
752	1,16
753	8
754	6,16
755	1,2,4,9,15
756	5
757	7
758	15,16
759	1
760	15
761	1,16
762	8
763	5
764	5,14
765	5,14
766	7
767	11
768	2,4
769	1,2,13,15
770	6,10,13,16
771	1,15,16
772	8
773	16
774	11
775	5,8,14
776	8
777	11
778	5,8,14
779	1
780	5
781	5,14
782	8
783	5,14
784	8,11
785	5,14
786	5,14
787	5,8
788	11,16
789	5,8
790	5
791	4
792	5
793	5
794	8,14
795	4,5
796	5,14
797	1,15
798	1
799	8
800	11,16
801	5
802	1,2,6,16
803	1,8,17
804	5
805	5,13
806	1,6,8
807	8
808	1,8
809	1,8,13
810	1
811	7
812	2,4
813	7
814	7
815	8,14
816	11
817	8
818	5
819	5
820	2,3,4,5,9
821	5,14
822	8
823	6,10,16
824	5
825	1,15,16
826	2
827	1,2,16
828	2,4
829	1,2
830	1,13,16
831	1,2,15,16
832	4,8,9
833	1
834	11,16
835	5,12,14
836	5,14
837	8
838	1
839	11,16
840	1,8,18
841	1,16
842	4,5,8
843	4,5
844	6
845	5
846	8,14
847	7,8
848	10,16
849	1,14
850	7
851	8
852	8,16
853	5,11
854	5,11
855	1,8,13,14,16
856	5,8
857	7
858	11
859	5,11
860	11,16
861	11
862	2,4,5
863	8
864	5
865	8
866	5,14
867	8
868	8
869	5,14
870	14
871	5
872	14
873	5,14
874	8
875	8,14
876	1,5
877	2,14
878	4,5,13
879	1,16,17
880	8
881	1,5
882	8
883	8
884	7
885	11
886	14,16
887	8
888	8
889	14
890	1,2
891	8,17
892	4,5,9
893	5
894	4,5
895	11,16
896	8
897	1,2,15
898	8
899	8
900	8
901	5
902	5,6,13,16
903	8,14
904	5,8
905	8,14
906	8,14
907	5
908	5
909	8
910	8
911	6,8
912	1,16
913	5
914	6,8,13,16
915	8
916	1,15,16
917	1,8,16
918	14
919	2,15
920	8
921	8,14
922	18
923	8
924	2,8
925	15,16
926	5
927	8
928	8,11
929	4,5
930	1,2,16
931	15,16
932	4,5
933	8
934	8
935	8,17
936	5,8,14
937	8
938	5,14
939	8,16
940	5
941	5,8
942	8
943	16
944	5,8,17
945	5,13,14,16
946	3,4
947	2,14
948	5,14
949	8,14
950	8
951	2,4,9
952	5
953	5,8
954	7
955	8,14
956	8
957	5
958	8
959	5
960	8
961	8
962	8
963	8,16
964	5,8
965	5,12
966	14
967	8
968	12
969	3,4
970	5
971	5,17
972	8
973	7
974	8,16
975	16
976	1,15,16
977	1
978	13,16
979	8,16
980	8
981	8
982	1,2,16
983	16
984	16
985	8
986	16
987	16
988	5,14
989	3,4,12
990	8,14
991	6
992	5,16
993	2,3,4,5,12
994	8
995	5
996	4,5
997	5
998	5
999	5
1000	5,18
1001	5
1002	5
1003	4,5,13
1004	8,18
1005	8
1006	8,15
1007	5
1008	8
1009	8
1010	8
1011	6
1012	5,8
1013	1,2,16
1014	5
1015	4,8
1016	1,2,16
1017	8
1018	8
1019	1,16
1020	13,16
1021	8
1022	7
1023	5
1024	14
1025	1,8,16
1026	5,8
1027	1
1028	5,14
1029	5
1030	5
1031	2,4
1032	4,5
1033	2,4
1034	1,2
1035	5
1036	5,9
1037	5,12,14
1038	16
1039	8
1040	5,14
1041	5,14
1042	13,16
1043	5
1044	5,8
1045	8
1046	16
1047	5
1048	5,14
1049	5
1050	8,14
1051	5
1052	5,11
1053	8
1054	5
1055	8
1056	11
1057	5
1058	2,8
1059	5
1060	2,4
1061	5,8
1062	8
1063	4,8
1064	6,10
1065	7,17
1066	3,4
1067	5
1068	8
1069	6,8,16
1070	5
1071	5
1072	5,14
1073	16
1074	5,8
1075	8
1076	1,2,3,4,9
1077	16
1078	3,4
1079	5,12
1080	5
1081	6
1082	8
1083	6,16
1084	7
1085	8,14
1086	8
1087	1
1088	1
1089	1,14,16
1090	16
1091	2,3,4,12
1092	5
1093	5
1094	5
1095	5
1096	14
1097	8
1098	5
1099	8
1100	5,8,14
1101	8,13
1102	5,14
1103	5,8
1104	5,6,8
1105	1,2,16
1106	6,8
1107	8
1108	8
1109	8,16
1110	1,5,12,15
1111	8
1112	8
1113	8
1114	5
1115	5,8,14
1116	2
1117	8
1118	5
1119	8,14
1120	5
1121	8,12
1122	6,8
1123	8
1124	14,17
1125	16
1126	2,8
1127	8
1128	7
1129	8,13,14
1130	7
1131	16
1132	8,14
1133	2,4,9
1134	8
1135	8,12
1136	8
1137	8,14
1138	1,5,6,8
1139	1,6,16
1140	5
1141	7
1142	7
1143	6,16
1144	8
1145	8
1146	8
1147	8
1148	8
1149	8
1150	8
1151	6
1152	14,17
1153	8,12
1154	15
1155	5,14
1156	6,8
1157	11
1158	8
1159	13,15
1160	8,14
1161	1,8
1162	5
1163	8
1164	4
1165	5,8
1166	5
1167	5
1168	8
1169	8
1170	5,8
1171	8
1172	5
1173	8,14
1174	8,16
1175	14
1176	8,17
1177	5
1178	5
1179	5
1180	1,5
1181	1,5
1182	5
1183	1,5
1184	7
1185	5,17
1186	5,8
1187	6
1188	1,5,18
1189	8
1190	5,14
1191	6,8
1192	8
1193	8
1194	6,8
1195	8
1196	8
1197	5,8
1198	6,16
1199	5,11
1200	4,8
1201	7
1202	5
1203	5,12,14
1204	5,8,17
1205	8
1206	5
1207	16
1208	6,8,16
1209	5
1210	15,16
1211	8,14
1212	8,13,14
1213	6,8,16
1214	8
1215	1,15
1216	14
1217	16
1218	5
1219	3,4,5,14
1220	8
1221	8
1222	1
1223	8
1224	8
1225	5
1226	6,8
1227	8
1228	1
1229	8,16
1230	5
1231	1,8
1232	7
1233	8
1234	5
1235	6
1236	8
1237	5,8
1238	8
1239	1,2,14
1240	3,15
1241	5,8
1242	5
1243	11
1244	1
1245	6
1246	5
1247	18
1248	16
1249	5
1250	1
1251	5
1252	8
1253	16
1254	5
1255	8
1256	8
1257	8
1258	5,14
1259	5,14
1260	8
1261	8
1262	14
1263	8
1264	8
1265	8
1266	8
1267	8
1268	8
1269	5,14
1270	5
1271	5
1272	5,8
1273	8,16
1274	15,16
1275	16
1276	8
1277	1,6
1278	8,12
1279	2,4
1280	6
1281	8
1282	8
1283	5
1284	8,13
1285	8
1286	5,12,14
1287	5
1288	5
1289	14
1290	8,14
1291	5
1292	4,9
1293	2,4,9,15
1294	7
1295	5,8
1296	5,8
1297	8,14
1298	5,12
1299	8,14
1300	8,14
1301	5
1302	5
1303	1
1304	1,6
1305	5
1306	8
1307	7
1308	5,8
1309	8
1310	8
1311	5,8
1312	5,8
1313	10,13,16
1314	1,2,16
1315	8,14
1316	8
1317	8
1318	7
1319	8
1320	8
1321	5
1322	5
1323	8
1324	8,16
1325	8
1326	8
1327	8
1328	8
1329	8
1330	8
1331	7
1332	8
1333	5,8
1334	8
1335	8
1336	4,5,9
1337	5
1338	8
1339	5,8
1340	14
1341	8
1342	8
1343	8
1344	8
1345	8
1346	8
1347	8
1348	8
1349	5
1350	8
1351	5
1352	8
1353	14
1354	8
1355	8
1356	5
1357	14,17
1358	1
1359	8
1360	5
1361	5
1362	1
1363	7
1364	1
1365	1,8
1366	7,8
1367	3
1368	8
1369	8
1370	8,16
1371	5,11
1372	1
1373	0
1374	5
1375	8
1376	5
1377	5,14
1378	7
1379	14
1380	8
1381	8
1382	8
1383	2,4
1384	8
1385	5,14
1386	15
1387	14
1388	8
1389	8
1390	6
1391	8
1392	8
1393	1,16
1394	14
1395	8
1396	8
1397	8
1398	8
1399	16
1400	8,14
1401	8
1402	8
1403	5,8
1404	5
1405	8
1406	8,14
1407	1
1408	5
1409	3,4
1410	8
1411	2,15
1412	3,4
1413	1
1414	1
1415	1,4
1416	1,15
1417	8
1418	8
1419	1,15
1420	5
1421	8
1422	10,16
1423	8,17
1424	5,8,14
1425	5,8
1426	5,8
1427	8
1428	5
1429	8,14
1430	8
1431	16
1432	8
1433	1,8
1434	14
1435	5
1436	8,14
1437	5
1438	8
1439	6,8
1440	8
1441	8,14
1442	8
1443	8
1444	4,5,13
1445	8
1446	5
1447	8
1448	8
1449	8
1450	2,14
1451	16
1452	5,13
1453	6,8
1454	18
1455	18
1456	5,8
1457	5,8
1458	5,12,14
1459	12
1460	5,8
1461	5
1462	6,8,14
1463	5
1464	8
1465	5,8
1466	8
1467	8
1468	8
1469	2,4
1470	3,4
1471	16
1472	5,15
1473	4,8
1474	5,14
1475	5,8
1476	10
1477	11,16
1478	1,6,8
1479	5
1480	2,4,5
1481	8
1482	7
1483	1,8,14
1484	1,5
1485	8,14,17
1486	8
1487	5,14
1488	8
1489	5
1490	5
1491	1,8,16
1492	5
1493	14
1494	5
1495	8
1496	5,6
1497	7
1498	5
1499	5
1500	5
1501	17
1502	5,14
1503	2,4
1504	5
1505	6,8
1506	8
1507	5
1508	8,16
1509	5
1510	6
1511	5
1512	8
1513	5
1514	8
1515	2,14
1516	8
1517	8
1518	8
1519	6,8
1520	11
1521	5,14
1522	16
1523	1,2
1524	8
1525	5,14
1526	8,14,16
1527	5
1528	8
1529	17
1530	8
1531	2,4
1532	8
1533	8
1534	5,6
1535	8
1536	8
1537	5
1538	8
1539	8
1540	2,4
1541	8
1542	8
1543	8
1544	5
1545	8,14
1546	8
1547	7
1548	1,16
1549	16
1550	5
1551	8
1552	1
1553	13,16
1554	8
1555	2,4
1556	1,8,16
1557	5,8
1558	8
1559	1,8,16
1560	6
1561	7,8
1562	7
1563	14
1564	8
1565	8
1566	8
1567	5
1568	5,14
1569	5,8
1570	5
1571	8
1572	8
1573	11
1574	17
1575	8
1576	9
1577	8
1578	8
1579	16
1580	14
1581	13
1582	10
1583	8
1584	8
1585	7
1586	1,6,8
1587	18
1588	5,8
1589	5
1590	8
1591	8
1592	8
1593	5
1594	7
1595	1,16
1596	1,15,16
1597	1,8
1598	6,16
1599	8
1600	5
1601	16
1602	8
1603	8
1604	6,10,16
1605	5
1606	6
1607	8
1608	2,4,8
1609	5
1610	1,6,14
1611	5
1612	14
1613	1,8
1614	5,8
1615	1,2,4,9
1616	8
1617	14
1618	1,6
1619	8
1620	5
1621	16
1622	5
1623	8
1624	16
1625	11,16
1626	5,8
1627	5,8
1628	8
1629	7
1630	8
1631	5,8
1632	17
1633	5,8
1634	8
1635	8
1636	8
1637	8
1638	6,8
1639	8
1640	8
1641	7
1642	8
1643	8
1644	5
1645	8
1646	1,8
1647	5,6,8
1648	8
1649	5,7
1650	8
1651	8,16
1652	14
1653	8
1654	5
1655	5,14
1656	5,14
1657	1,8
1658	8
1659	5
1660	8
1661	8
1662	8,14
1663	8,17
1664	5
1665	8
1666	8
1667	8
1668	5
1669	6,8,13
1670	5,16
1671	8
1672	8
1673	1,16
1674	8
1675	8
1676	8
1677	8
1678	8
1679	14,16
1680	8,14
1681	5
1682	8
